Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>500USD & <1000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>1001USD & <2000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>2001USD & <3000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>3001USD & <4000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>4001USD & <5000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>5000USD]","And as final question, did you rerolled when you started playing?"
21/12/2018 18:31:03,301USD and onwards but less than 501 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji","Orion, Artoria Pendragon [Archer]",Brynhildr,"Francis Drake, Iskandar, Ozymandias","Tamamo-no-mae, Merlin",Shuten Douji,"Vlad III, Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],No,More than 15 months,18,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:31:09,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okita Souji, Nero Claudius [Bride]","Gilgamesh, Orion, Nikola Tesla, Artoria Pendragon [Archer]","Brynhildr, Tamamo no Mae [Lancer], Enkidu",Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Merlin",Shuten Douji,"Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou",Jeanne D'arc [Alter],Yes,More than 15 months,31,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:31:12,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,"Gilgamesh, Ishtar","Artoria Pendragon [Lancer], Enkidu",Iskandar,"Zhuge Liang [El-Melloi II], Illyasviel von Einzbern, Merlin",,"Vlad III, Minamoto no Raikō",Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes",Yes,Between 12 and 15 months,18,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:31:15,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji","Artoria Pendragon [Archer], Ishtar",,,Tamamo-no-mae,MHX,,Jeanne D'arc,,Yes,Between 12 and 15 months,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:31:16,Paid Gacha Only,,,,,,,,,,,,,,,,Mordred,Orion,,Iskandar,Merlin,,,Jeanne D'arc,,No,Between 12 and 15 months,7,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:31:19,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okita Souji, Nero Claudius [Bride]","Gilgamesh, Orion, Nikola Tesla, Artoria Pendragon [Archer]","Brynhildr, Tamamo no Mae [Lancer], Enkidu",Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Merlin",Shuten Douji,"Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou",Jeanne D'arc [Alter],Yes,More than 15 months,31,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:31:29,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,Artoria Pendragon [Archer],,"Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang, Merlin",,"Vlad III, Cu Chulainn [Alter]",,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,12,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:31:29,F2P,,,,Iskandar,Zhuge Liang [El-Melloi II],,,,,,Between 3 and 6 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:31:41,Paid Gacha Only,,,,,,,,,,,,,,,,,Nikola Tesla,Scathach,"Francis Drake, Queen Medb",Merlin,,,,,Yes,Between 12 and 15 months,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:32:22,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji",Ishtar,,Francis Drake,"Zhuge Liang [El-Melloi II], Illyasviel von Einzbern","MHX, Shuten Douji",,,,Yes,Between 12 and 15 months,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:32:23,F2P,,Arjuna,Scathach,Iskandar,"Tamamo-no-mae, Illyasviel von Einzbern, Merlin",,Cu Chulainn [Alter],,,No,More than 15 months,7,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:32:46,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arjuna, Artoria Pendragon [Archer]",,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Merlin","Jack the Ripper, Cleopatra",,,,No,More than 15 months,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:32:46,301USD and onwards but less than 501 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",,Tamamo no Mae [Lancer],,Tamamo-no-mae,Jack the Ripper,Florence Nightingale,Jeanne D'arc,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,11,Yes,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:33:06,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji",,Karna,"Francis Drake, Iskandar","Zhuge Liang [El-Melloi II], Merlin",Jack the Ripper,"Vlad III, Cu Chulainn [Alter]",Amakusa Shirou,Edmond Dantes,Yes,More than 15 months,15,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:33:16,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scathach,Francis Drake,Merlin,,"Vlad III, Minamoto no Raikō",,,No,Between 6 and 12 months,5,Yes,Prefer not to say,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:33:18,F2P,,"Gilgamesh, Artoria Pendragon [Archer]","Artoria Pendragon [Lancer], Enkidu",,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Merlin",,Vlad III,Jeanne D'arc,,No,More than 15 months,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:33:40,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji, Ryougi Shiki","Gilgamesh, Orion, Arjuna, Artoria Pendragon [Archer]","Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Queen Medb, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci",,"Sakata Kintoki, Minamoto no Raikō",Jeanne D'arc,,No,More than 15 months,27,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:33:53,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nero Claudius [Bride],"Arjuna, Ishtar",,"Francis Drake, Queen Medb",Illyasviel von Einzbern,,,,,Yes,Between 3 and 6 months,7,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:33:57,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Nero Claudius [Bride]","Nikola Tesla, Artoria Pendragon [Archer]","Scathach, Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Iskandar, Ozymandias, Quetzalcoatl","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Merlin","Jack the Ripper, MHX, Shuten Douji, Cleopatra","Sakata Kintoki, Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,38,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:34:23,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,"Orion, Artoria Pendragon [Archer]","Scathach, Karna, Artoria Pendragon [Lancer]","Francis Drake, Ozymandias",,Cleopatra,"Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],No,Between 6 and 12 months,14,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:34:29,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Nero Claudius [Bride]",,Tamamo no Mae [Lancer],,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",Jack the Ripper,Cu Chulainn [Alter],,,Yes,Between 12 and 15 months,9,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:35:08,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred, Nero Claudius [Bride], Ryougi Shiki","Orion, Nikola Tesla, Arjuna, Artoria Pendragon [Archer], Ishtar","Scathach, Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Enkidu","Francis Drake, Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Illyasviel von Einzbern, Merlin","Jack the Ripper, Shuten Douji, Cleopatra","Vlad III, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,53,Yes,Male,,,,,,Between 41 and 70,No
21/12/2018 18:35:16,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arjuna,,Quetzalcoatl,Merlin,Cleopatra,,,,No,Between 1 and 3 months,5,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:35:19,F2P,,Artoria Pendragon [Archer],,,Merlin,,,,Jeanne D'arc [Alter],No,More than 15 months,3,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:35:25,301USD and onwards but less than 501 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred","Orion, Artoria Pendragon [Archer]","Scathach, Tamamo no Mae [Lancer]","Francis Drake, Iskandar",Illyasviel von Einzbern,,Vlad III,Jeanne D'arc,,No,More than 15 months,14,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:36:03,F2P,,,,Ozymandias,,Jack the Ripper,,,,No,Between 1 and 3 months,2,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:36:14,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orion,"Brynhildr, Tamamo no Mae [Lancer]",,Xuanzang,,,,,No,Between 6 and 12 months,5,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:36:31,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Nero Claudius [Bride], Ryougi Shiki","Gilgamesh, Orion, Artoria Pendragon [Archer], Ishtar","Scathach, Tamamo no Mae [Lancer], Enkidu","Francis Drake, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Illyasviel von Einzbern, Merlin","Jack the Ripper, MHX, Shuten Douji, Cleopatra","Sakata Kintoki, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes",Yes,Between 12 and 15 months,55,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:36:34,Paid Gacha Only,,,,,,,,,,,,,,,,,,,Queen Medb,,,Cu Chulainn [Alter],,,No,More than 15 months,8,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:37:02,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Nero Claudius [Bride]",Orion,Scathach,"Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Merlin",,Cu Chulainn [Alter],,Jeanne D'arc [Alter],Yes,More than 15 months,12,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:37:12,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nero Claudius [Bride],,,,Merlin,,Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],No,More than 15 months,6,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:37:16,F2P,Mordred,"Orion, Arjuna",Tamamo no Mae [Lancer],,,Jack the Ripper,Florence Nightingale,,,No,More than 15 months,6,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:37:34,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,"Gilgamesh, Orion",Brynhildr,Iskandar,"Xuanzang, Merlin",,Vlad III,Amakusa Shirou,Jeanne D'arc [Alter],Yes,More than 15 months,10,Yes,Prefer not to say,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:37:42,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Ryougi Shiki",Artoria Pendragon [Archer],"Scathach, Tamamo no Mae [Lancer], Enkidu",,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci",,Cu Chulainn [Alter],Jeanne D'arc,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,21,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:37:43,Paid Gacha Only,,,,,,,,,,,,,,,,Mordred,,,Francis Drake,"Zhuge Liang [El-Melloi II], Merlin",,Florence Nightingale,,,No,More than 15 months,7,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:37:55,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Ryougi Shiki","Gilgamesh, Orion, Nikola Tesla, Artoria Pendragon [Archer]","Scathach, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Queen Medb, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Merlin","Jack the Ripper, MHX, Shuten Douji",Florence Nightingale,"Jeanne D'arc, Amakusa Shirou",Jeanne D'arc [Alter],Yes,Between 12 and 15 months,42,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:37:55,F2P,"Artoria Pendragon, Mordred",Orion,"Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",,,,,,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,7,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:37:55,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Nero Claudius [Bride], Ryougi Shiki","Orion, Nikola Tesla, Arjuna, Artoria Pendragon [Archer]","Scathach, Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Enkidu","Francis Drake, Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Illyasviel von Einzbern, Merlin","Jack the Ripper, Shuten Douji","Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Edmond Dantes",Yes,Between 12 and 15 months,74,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:38:05,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred",,"Scathach, Tamamo no Mae [Lancer]",Queen Medb,,,,Amakusa Shirou,,Yes,More than 15 months,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:38:30,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,"Gilgamesh, Orion, Nikola Tesla",Brynhildr,"Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Illyasviel von Einzbern, Merlin",Jack the Ripper,Florence Nightingale,,,No,More than 15 months,16,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:38:31,Paid Gacha Only,,,,,,,,,,,,,,,,Nero Claudius [Bride],Artoria Pendragon [Archer],"Scathach, Karna",Queen Medb,Merlin,Jack the Ripper,Florence Nightingale,Jeanne D'arc,,Yes,More than 15 months,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:39:45,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okita Souji, Mordred",Orion,Tamamo no Mae [Lancer],,Tamamo-no-mae,MHX,"Vlad III, Cu Chulainn [Alter]",,Jeanne D'arc [Alter],No,More than 15 months,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:40:03,F2P,Artoria Pendragon,Arjuna,,Queen Medb,"Tamamo-no-mae, Merlin",,Vlad III,,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,7,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:40:28,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred","Gilgamesh, Orion, Arjuna",Scathach,Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Merlin","Jack the Ripper, Shuten Douji",Minamoto no Raikō,Jeanne D'arc,Jeanne D'arc [Alter],No,More than 15 months,21,Yes,Prefer not to say,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:40:33,F2P,Artoria Pendragon,,,,,,,,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:40:34,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryougi Shiki,"Orion, Arjuna",Enkidu,Quetzalcoatl,Merlin,Jack the Ripper,,,,Yes,Between 1 and 3 months,19,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:40:40,Paid Gacha Only,,,,,,,,,,,,,,,,Altera,"Orion, Nikola Tesla",Brynhildr,"Francis Drake, Quetzalcoatl","Tamamo-no-mae, Merlin",,Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:40:43,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,Nikola Tesla,Karna,,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Illyasviel von Einzbern",Cleopatra,Vlad III,,,Yes,Between 12 and 15 months,8,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:40:50,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,Ishtar,Karna,Ozymandias,"Xuanzang, Merlin",Shuten Douji,Vlad III,,,No,Between 1 and 3 months,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:40:51,F2P,,,,Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,,"Jeanne D'arc, Amakusa Shirou",Jeanne D'arc [Alter],No,More than 15 months,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:41:01,F2P,Mordred,,,,Merlin,,,,,,Between 3 and 6 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:41:05,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orion,Tamamo no Mae [Lancer],Ozymandias,"Zhuge Liang [El-Melloi II], Merlin","Jack the Ripper, Shuten Douji",,Jeanne D'arc,,Yes,More than 15 months,10,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:41:16,F2P,"Altera, Ryougi Shiki",,,Francis Drake,Zhuge Liang [El-Melloi II],,,Jeanne D'arc,,No,More than 15 months,7,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 18:41:26,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon [Archer], Ishtar",,"Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae",Cleopatra,,,,Yes,Between 6 and 12 months,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
